Time,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/12/2020,Metro Boston,Other (e.g. home and pediatric care),12570,60400,4422,165872,0
5/12/2020,Metro Boston,Total,127621,187600,30516,574592,204
5/12/2020,Northeastern Massachusetts,Nursing home/Senior living,42665,107900,7866,88000,0
5/12/2020,Northeastern Massachusetts,Hospital,29230,32800,2242,11600,117
5/12/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/12/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26763,44258,13101,222300,0
5/12/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/12/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/12/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/12/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/12/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),21245,90655,8059,151732,0
5/12/2020,Northeastern Massachusetts,Total,157883,287813,31784,495832,117
5/12/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/12/2020,State agency,Hospital,0,0,0,0,0
5/12/2020,State agency,Community health center,0,0,0,0,0
5/12/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/12/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/12/2020,State agency,EMS (Private),0,0,0,0,0
5/12/2020,State agency,Local BOH,0,0,0,0,0
5/12/2020,State agency,State agency,66542,360254,69908,2013980,0
5/12/2020,State agency,Other (e.g. home and pediatric care),0,2000,240,0,0
5/12/2020,State agency,Total,66542,362254,70148,2013980,0
5/13/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/13/2020,Massachusetts,Nursing home/Senior living,332545,739100,66989,645500,0
5/13/2020,Massachusetts,Hospital,229840,202400,32306,134500,675
5/13/2020,Massachusetts,Community health center,60210,90050,8969,72600,0
5/13/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",287208,360546,141492,1283050,0
5/13/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/13/2020,Massachusetts,EMS (Private),32000,36300,2388,42200,0
5/13/2020,Massachusetts,Local BOH,12165,35100,1166,46000,0
5/13/2020,Massachusetts,State agency,71515,369854,72556,2051480,0
5/13/2020,Massachusetts,Other (e.g. home and pediatric care),192691,910798,85588,1807792,0
5/13/2020,Massachusetts,Total,1385499,2744148,411454,6083122,675
5/13/2020,Southeastern Massachusetts,Nursing home/Senior living,83860,165400,20326,209200,0
5/13/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/13/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/13/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55556,85355,34832,261620,0
5/13/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/13/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/13/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/13/2020,Southeastern Massachusetts,State agency,1770,2100,800,10300,0
5/13/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),47837,257480,25505,458988,0
5/13/2020,Southeastern Massachusetts,Total,294853,579135,93570,1020308,79
5/13/2020,Metro West,Nursing home/Senior living,89830,165500,15760,130000,0
5/13/2020,Metro West,Hospital,52220,29400,4374,3200,136
5/13/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/13/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,80152,24248,164780,0
5/13/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/13/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/13/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/13/2020,Metro West,State agency,2003,3800,1590,9500,0
5/13/2020,Metro West,Other (e.g. home and pediatric care),56261,243430,22761,382150,0
5/13/2020,Metro West,Total,336159,564732,71127,701630,136
5/13/2020,Western Massachusetts,Nursing home/Senior living,51600,128350,12922,81000,0
5/13/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/13/2020,Western Massachusetts,Community health center,6760,14100,1466,15400,0
5/13/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55658,80847,28042,142480,0
5/13/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/13/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/13/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/13/2020,Western Massachusetts,State agency,0,300,150,200,0
5/13/2020,Western Massachusetts,Other (e.g. home and pediatric care),25203,111300,11003,135950,0
5/13/2020,Western Massachusetts,Total,217121,402897,58829,399030,60
5/13/2020,Central Massachusetts,Nursing home/Senior living,44660,113000,5909,102200,0
5/13/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/13/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/13/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",57775,50534,28299,224250,0
5/13/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/13/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/13/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/13/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/13/2020,Central Massachusetts,Other (e.g. home and pediatric care),29095,140433,12688,500200,0
5/13/2020,Central Massachusetts,Total,184220,350367,54390,858250,79
5/13/2020,Metro Boston,Nursing home/Senior living,19930,56950,4206,35100,0
5/13/2020,Metro Boston,Hospital,37110,34300,5580,70500,204
5/13/2020,Metro Boston,Community health center,9960,14700,3030,19000,0
5/13/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/13/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/13/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/13/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/13/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/13/2020,Metro Boston,Other (e.g. home and pediatric care),12570,60400,5172,167072,0
5/13/2020,Metro Boston,Total,127621,187600,31366,575792,204
5/13/2020,Northeastern Massachusetts,Nursing home/Senior living,42665,109900,7866,88000,0
5/13/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/13/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/13/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26763,44458,13101,228800,0
5/13/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/13/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/13/2020,Northeastern Massachusetts,Local BOH,1720,4000,80,7000,0
5/13/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/13/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),21725,95755,8219,163432,0
5/13/2020,Northeastern Massachusetts,Total,158983,297113,32024,514032,117
5/13/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/13/2020,State agency,Hospital,0,0,0,0,0
5/13/2020,State agency,Community health center,0,0,0,0,0
5/13/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/13/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/13/2020,State agency,EMS (Private),0,0,0,0,0
5/13/2020,State agency,Local BOH,0,0,0,0,0
5/13/2020,State agency,State agency,66542,360304,69908,2014080,0
5/13/2020,State agency,Other (e.g. home and pediatric care),0,2000,240,0,0
5/13/2020,State agency,Total,66542,362304,70148,2014080,0
5/14/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/14/2020,Massachusetts,Nursing home/Senior living,338865,753200,76339,657300,0
5/14/2020,Massachusetts,Hospital,229840,202400,32306,134500,675
5/14/2020,Massachusetts,Community health center,60570,90050,9209,72600,0
5/14/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",288368,364646,141592,1291550,0
5/14/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/14/2020,Massachusetts,EMS (Private),32000,36300,2388,42200,0
5/14/2020,Massachusetts,Local BOH,12665,37100,1166,46000,0
5/14/2020,Massachusetts,State agency,78895,372436,72656,2075880,0
5/14/2020,Massachusetts,Other (e.g. home and pediatric care),196277,927948,92983,1821892,0
5/14/2020,Massachusetts,Total,1404805,2784080,428639,6141922,675
5/14/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,169500,22476,212400,0
5/14/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/14/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/14/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55556,86405,34832,265420,0
5/14/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/14/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/14/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/14/2020,Southeastern Massachusetts,State agency,1770,2100,800,10300,0
5/14/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49047,263730,27780,467988,0
5/14/2020,Southeastern Massachusetts,Total,297303,590535,97995,1036308,79
5/14/2020,Metro West,Nursing home/Senior living,90330,165500,16720,130000,0
5/14/2020,Metro West,Hospital,52220,29400,4374,3200,136
5/14/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/14/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,83152,24248,164780,0
5/14/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/14/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/14/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/14/2020,Metro West,State agency,2003,3800,1590,15500,0
5/14/2020,Metro West,Other (e.g. home and pediatric care),57911,245630,24751,382450,0
5/14/2020,Metro West,Total,338309,569932,74077,707930,136
5/14/2020,Western Massachusetts,Nursing home/Senior living,51960,132350,14522,86400,0
5/14/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/14/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/14/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55658,80897,28042,143180,0
5/14/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/14/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/14/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/14/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/14/2020,Western Massachusetts,Other (e.g. home and pediatric care),25209,111300,11023,135950,0
5/14/2020,Western Massachusetts,Total,217607,408947,60689,405130,60
5/14/2020,Central Massachusetts,Nursing home/Senior living,46780,115000,8069,102200,0
5/14/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/14/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/14/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",58935,50534,28399,228250,0
5/14/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/14/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/14/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/14/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/14/2020,Central Massachusetts,Other (e.g. home and pediatric care),29215,144933,14438,501900,0
5/14/2020,Central Massachusetts,Total,187620,356867,58400,863950,79
5/14/2020,Metro Boston,Nursing home/Senior living,20930,60950,5246,35100,0
5/14/2020,Metro Boston,Hospital,37110,34300,5580,70500,204
5/14/2020,Metro Boston,Community health center,9960,14700,3030,19000,0
5/14/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/14/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/14/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/14/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/14/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/14/2020,Metro Boston,Other (e.g. home and pediatric care),12690,62500,5412,169772,0
5/14/2020,Metro Boston,Total,128741,193700,32646,578492,204
5/14/2020,Northeastern Massachusetts,Nursing home/Senior living,43765,109900,9306,91200,0
5/14/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/14/2020,Northeastern Massachusetts,Community health center,1920,3300,396,5000,0
5/14/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26763,44458,13101,228800,0
5/14/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/14/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/14/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/14/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/14/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22205,99855,9579,163832,0
5/14/2020,Northeastern Massachusetts,Total,161303,303213,34824,517632,117
5/14/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/14/2020,State agency,Hospital,0,0,0,0,0
5/14/2020,State agency,Community health center,0,0,0,0,0
5/14/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/14/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/14/2020,State agency,EMS (Private),0,0,0,0,0
5/14/2020,State agency,Local BOH,0,0,0,0,0
5/14/2020,State agency,State agency,73922,360886,70008,2032480,0
5/14/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/14/2020,State agency,Total,73922,360886,70008,2032480,0
5/15/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/15/2020,Massachusetts,Nursing home/Senior living,339725,759200,77219,665900,0
5/15/2020,Massachusetts,Hospital,232840,213200,38306,134500,675
5/15/2020,Massachusetts,Community health center,60570,92050,9209,73800,0
5/15/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",288748,367096,142032,1317550,0
5/15/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/15/2020,Massachusetts,EMS (Private),32000,36300,2388,42200,0
5/15/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/15/2020,Massachusetts,State agency,79295,380786,72706,2082880,0
5/15/2020,Massachusetts,Other (e.g. home and pediatric care),199453,952048,96823,1902492,0
5/15/2020,Massachusetts,Total,1412981,2841780,439849,6268322,675
5/15/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,169500,22476,215600,0
5/15/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/15/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/15/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55556,86955,34912,265420,0
5/15/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/15/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/15/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/15/2020,Southeastern Massachusetts,State agency,1770,2100,800,10300,0
5/15/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49423,266130,27940,472088,0
5/15/2020,Southeastern Massachusetts,Total,297679,593485,98235,1043608,79
5/15/2020,Metro West,Nursing home/Senior living,90330,167500,17360,130000,0
5/15/2020,Metro West,Hospital,52220,29400,4374,3200,136
5/15/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/15/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,83152,24328,176780,0
5/15/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/15/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/15/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/15/2020,Metro West,State agency,2003,3800,1590,15500,0
5/15/2020,Metro West,Other (e.g. home and pediatric care),59611,259430,28191,435050,0
5/15/2020,Metro West,Total,340009,585732,78237,772530,136
5/15/2020,Western Massachusetts,Nursing home/Senior living,52200,134350,14762,86400,0
5/15/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/15/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/15/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55658,82497,28222,147180,0
5/15/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/15/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/15/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/15/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/15/2020,Western Massachusetts,Other (e.g. home and pediatric care),25329,115500,11023,139750,0
5/15/2020,Western Massachusetts,Total,220967,427547,67109,412930,60
5/15/2020,Central Massachusetts,Nursing home/Senior living,46900,115000,8069,102200,0
5/15/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/15/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/15/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",59015,50534,28399,238250,0
5/15/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/15/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/15/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/15/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/15/2020,Central Massachusetts,Other (e.g. home and pediatric care),29575,143483,14438,507100,0
5/15/2020,Central Massachusetts,Total,188540,359417,58400,882150,79
5/15/2020,Metro Boston,Nursing home/Senior living,20930,60950,5246,35100,0
5/15/2020,Metro Boston,Hospital,37110,34300,5580,70500,204
5/15/2020,Metro Boston,Community health center,9960,16700,3030,20200,0
5/15/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/15/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/15/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/15/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/15/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/15/2020,Metro Boston,Other (e.g. home and pediatric care),12810,63000,5412,183972,0
5/15/2020,Metro Boston,Total,128861,196200,32646,593892,204
5/15/2020,Northeastern Massachusetts,Nursing home/Senior living,44265,111900,9306,96600,0
5/15/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/15/2020,Northeastern Massachusetts,Community health center,1920,3300,396,5000,0
5/15/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27063,44758,13201,228800,0
5/15/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/15/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/15/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/15/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/15/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22205,102505,8619,164532,0
5/15/2020,Northeastern Massachusetts,Total,162103,308163,33964,523732,117
5/15/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/15/2020,State agency,Hospital,0,0,0,0,0
5/15/2020,State agency,Community health center,0,0,0,0,0
5/15/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/15/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/15/2020,State agency,EMS (Private),0,0,0,0,0
5/15/2020,State agency,Local BOH,0,0,0,0,0
5/15/2020,State agency,State agency,74322,369236,70058,2039480,0
5/15/2020,State agency,Other (e.g. home and pediatric care),500,2000,1200,0,0
5/15/2020,State agency,Total,74822,371236,71258,2039480,0
5/16/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/16/2020,Massachusetts,Nursing home/Senior living,340325,767700,77699,683800,0
5/16/2020,Massachusetts,Hospital,243240,213200,43106,169700,675
5/16/2020,Massachusetts,Community health center,67890,92050,11609,82500,0
5/16/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",289488,369096,142872,1323650,0
5/16/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/16/2020,Massachusetts,EMS (Private),32500,38300,2388,48400,0
5/16/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/16/2020,Massachusetts,State agency,79795,386886,73906,2090080,0
5/16/2020,Massachusetts,Other (e.g. home and pediatric care),200313,957098,96097,1922692,0
5/16/2020,Massachusetts,Total,1433901,2865430,448843,6369822,675
5/16/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,171500,22476,220800,0
5/16/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/16/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/16/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",56056,87755,35412,269020,0
5/16/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/16/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/16/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/16/2020,Southeastern Massachusetts,State agency,1770,4200,800,12100,0
5/16/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49743,267980,28334,476588,0
5/16/2020,Southeastern Massachusetts,Total,301119,602235,99129,1058708,79
5/16/2020,Metro West,Nursing home/Senior living,90570,174000,17360,137500,0
5/16/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/16/2020,Metro West,Community health center,28000,14350,4554,14000,0
5/16/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,83152,24328,176780,0
5/16/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/16/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/16/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/16/2020,Metro West,State agency,2003,3800,1590,15500,0
5/16/2020,Metro West,Other (e.g. home and pediatric care),59971,259430,28191,446150,0
5/16/2020,Metro West,Total,356209,592232,85437,815130,136
5/16/2020,Western Massachusetts,Nursing home/Senior living,52200,134350,14762,86400,0
5/16/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/16/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/16/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55898,82697,28512,149180,0
5/16/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/16/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/16/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/16/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/16/2020,Western Massachusetts,Other (e.g. home and pediatric care),25529,115750,11023,140150,0
5/16/2020,Western Massachusetts,Total,221407,427997,67399,421530,60
5/16/2020,Central Massachusetts,Nursing home/Senior living,46900,115000,8069,102200,0
5/16/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/16/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/16/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",59015,50734,28449,238250,0
5/16/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/16/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/16/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/16/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/16/2020,Central Massachusetts,Other (e.g. home and pediatric care),29935,145033,14488,510600,0
5/16/2020,Central Massachusetts,Total,188900,361167,58500,885650,79
5/16/2020,Metro Boston,Nursing home/Senior living,21050,60950,5246,35100,0
5/16/2020,Metro Boston,Hospital,37110,34300,5580,89700,204
5/16/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/16/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/16/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/16/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/16/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/16/2020,Metro Boston,State agency,1200,1050,108,22400,0
5/16/2020,Metro Boston,Other (e.g. home and pediatric care),12810,63000,5412,178572,0
5/16/2020,Metro Boston,Total,128981,196200,32646,613792,204
5/16/2020,Northeastern Massachusetts,Nursing home/Senior living,44505,111900,9786,101800,0
5/16/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/16/2020,Northeastern Massachusetts,Community health center,1920,3300,396,5000,0
5/16/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27063,45558,13201,229300,0
5/16/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/16/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/16/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/16/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/16/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22325,105905,8649,170632,0
5/16/2020,Northeastern Massachusetts,Total,162463,312363,34474,535532,117
5/16/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/16/2020,State agency,Hospital,0,0,0,0,0
5/16/2020,State agency,Community health center,0,0,0,0,0
5/16/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/16/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/16/2020,State agency,EMS (Private),0,0,0,0,0
5/16/2020,State agency,Local BOH,0,0,0,0,0
5/16/2020,State agency,State agency,74822,373236,71258,2039480,0
5/16/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/16/2020,State agency,Total,74822,373236,71258,2039480,0
5/17/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/17/2020,Massachusetts,Nursing home/Senior living,340325,767700,77699,683800,0
5/17/2020,Massachusetts,Hospital,243240,213200,43106,169700,675
5/17/2020,Massachusetts,Community health center,67890,92050,11609,82500,0
5/17/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",289968,369296,144077,1328122,0
5/17/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/17/2020,Massachusetts,EMS (Private),32500,38300,2388,48400,0
5/17/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/17/2020,Massachusetts,State agency,79795,386886,73906,2090080,0
5/17/2020,Massachusetts,Other (e.g. home and pediatric care),200319,957648,96217,1922892,0
5/17/2020,Massachusetts,Total,1434387,2866180,450168,6374494,675
5/17/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,171500,22476,220800,0
5/17/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/17/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/17/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",56456,87755,35412,269020,0
5/17/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/17/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/17/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/17/2020,Southeastern Massachusetts,State agency,1770,4200,800,12100,0
5/17/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49743,267980,28334,476588,0
5/17/2020,Southeastern Massachusetts,Total,301519,602235,99129,1058708,79
5/17/2020,Metro West,Nursing home/Senior living,90570,174000,17360,137500,0
5/17/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/17/2020,Metro West,Community health center,28000,14350,4554,14000,0
